Id,satisfaction_v2,Gate location,Cleanliness
120410,satisfied,Peu satisfait,Tres satisfait
34543,dissatisfied,Pas du tout satisfait,Tres satisfait
21082,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
93143,satisfied,"Ni satisfait, ni insatisfait",Satisfait
92368,satisfied,Pas du tout satisfait,Satisfait
49012,dissatisfied,Satisfait,Satisfait
52216,dissatisfied,Satisfait,Satisfait
36022,dissatisfied,Satisfait,Satisfait
23322,satisfied,Peu satisfait,Tres satisfait
46673,dissatisfied,Peu satisfait,Satisfait
69951,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
103242,satisfied,Tres satisfait,Tres satisfait
41010,dissatisfied,Satisfait,Tres satisfait
84851,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
32776,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
115176,satisfied,Tres satisfait,Tres satisfait
27549,satisfied,Tres satisfait,Tres satisfait
80056,satisfied,Satisfait,"Ni satisfait, ni insatisfait"
78858,dissatisfied,Peu satisfait,Peu satisfait
51576,dissatisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
86268,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
22457,dissatisfied,Satisfait,Satisfait
68053,dissatisfied,Tres satisfait,Pas du tout satisfait
99568,satisfied,Pas du tout satisfait,Satisfait
82046,dissatisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
78087,satisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
36360,dissatisfied,Pas du tout satisfait,Tres satisfait
27260,satisfied,Peu satisfait,Peu satisfait
111143,satisfied,Tres satisfait,Peu satisfait
43872,dissatisfied,Peu satisfait,Peu satisfait
70847,dissatisfied,"Ni satisfait, ni insatisfait",Pas du tout satisfait
25836,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
115010,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
96366,satisfied,Pas du tout satisfait,Satisfait
123585,satisfied,Pas du tout satisfait,Tres satisfait
74050,dissatisfied,Tres satisfait,Peu satisfait
43614,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
120426,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
128597,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
98081,satisfied,Tres satisfait,Satisfait
77038,dissatisfied,Peu satisfait,Satisfait
76445,dissatisfied,"Ni satisfait, ni insatisfait",Peu satisfait
112400,satisfied,"Ni satisfait, ni insatisfait",Peu satisfait
68382,dissatisfied,Pas du tout satisfait,Pas du tout satisfait
69523,dissatisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
67843,dissatisfied,Satisfait,Satisfait
96772,dissatisfied,Tres satisfait,Satisfait
102460,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
69141,dissatisfied,Tres satisfait,Satisfait
124774,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
54711,dissatisfied,Satisfait,Satisfait
62909,satisfied,"Ni satisfait, ni insatisfait",Satisfait
43230,dissatisfied,Satisfait,Satisfait
46048,dissatisfied,Pas du tout satisfait,Satisfait
122820,satisfied,Peu satisfait,Tres satisfait
76361,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
31888,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
78511,dissatisfied,"Ni satisfait, ni insatisfait",Peu satisfait
19539,dissatisfied,Tres satisfait,Tres satisfait
73526,dissatisfied,Satisfait,Peu satisfait
122424,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
96672,dissatisfied,Tres satisfait,Satisfait
90225,satisfied,Tres satisfait,Satisfait
98405,satisfied,"Ni satisfait, ni insatisfait",Satisfait
91752,satisfied,Satisfait,Satisfait
8428,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
45133,dissatisfied,Satisfait,Peu satisfait
35446,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
61104,satisfied,Satisfait,Tres satisfait
53774,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
83568,dissatisfied,Pas du tout satisfait,Satisfait
1663,satisfied,Peu satisfait,Pas du tout satisfait
82786,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
88898,satisfied,Satisfait,"Ni satisfait, ni insatisfait"
68137,dissatisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
45731,dissatisfied,Satisfait,Satisfait
40364,satisfied,Satisfait,Tres satisfait
96814,satisfied,Satisfait,Tres satisfait
121974,satisfied,Peu satisfait,Tres satisfait
94533,satisfied,Satisfait,Tres satisfait
40582,satisfied,Satisfait,Tres satisfait
92122,satisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
65538,satisfied,Peu satisfait,Tres satisfait
114856,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
98798,dissatisfied,Peu satisfait,Satisfait
33690,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
15954,satisfied,Tres satisfait,Satisfait
79269,dissatisfied,Peu satisfait,Peu satisfait
28239,satisfied,Pas du tout satisfait,Tres satisfait
100922,satisfied,Tres satisfait,Satisfait
124892,satisfied,Pas du tout satisfait,Tres satisfait
98872,satisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
74637,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
114310,satisfied,Peu satisfait,Tres satisfait
58951,dissatisfied,Peu satisfait,Satisfait
40708,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
102164,satisfied,Pas du tout satisfait,Satisfait
2667,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
6880,satisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
29395,dissatisfied,Peu satisfait,Tres satisfait
29329,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
82229,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
52472,dissatisfied,Pas du tout satisfait,Tres satisfait
7752,satisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
105709,dissatisfied,Peu satisfait,Satisfait
91075,satisfied,"Ni satisfait, ni insatisfait",Satisfait
103106,satisfied,Satisfait,Satisfait
66537,dissatisfied,Pas du tout satisfait,Pas du tout satisfait
90309,satisfied,Pas du tout satisfait,Satisfait
27064,satisfied,Peu satisfait,Tres satisfait
36054,satisfied,Satisfait,"Ni satisfait, ni insatisfait"
57951,satisfied,Pas du tout satisfait,Tres satisfait
16918,dissatisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
90987,satisfied,Satisfait,Satisfait
30670,satisfied,Tres satisfait,Peu satisfait
78163,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
7955,satisfied,Peu satisfait,Satisfait
109004,satisfied,Pas du tout satisfait,Satisfait
3051,dissatisfied,Satisfait,Tres satisfait
122932,satisfied,Tres satisfait,Tres satisfait
124917,satisfied,"Ni satisfait, ni insatisfait",Satisfait
94693,satisfied,Peu satisfait,Satisfait
87992,satisfied,Pas du tout satisfait,Peu satisfait
58413,dissatisfied,Pas du tout satisfait,Satisfait
24968,satisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
1500,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
54043,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
124976,satisfied,Satisfait,Tres satisfait
66401,dissatisfied,Satisfait,Pas du tout satisfait
101272,satisfied,Pas du tout satisfait,Satisfait
79235,dissatisfied,Pas du tout satisfait,Satisfait
77704,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
116493,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
82814,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
25381,dissatisfied,Peu satisfait,Tres satisfait
44152,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
48407,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
24083,satisfied,"Ni satisfait, ni insatisfait",Satisfait
79932,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
110464,satisfied,"Ni satisfait, ni insatisfait",Peu satisfait
3272,satisfied,Pas du tout satisfait,Satisfait
90519,satisfied,Tres satisfait,Satisfait
20630,satisfied,Tres satisfait,Satisfait
112596,satisfied,Tres satisfait,Satisfait
112538,satisfied,Pas du tout satisfait,Satisfait
42782,dissatisfied,Satisfait,Satisfait
3908,dissatisfied,Peu satisfait,Tres satisfait
6528,dissatisfied,Peu satisfait,Tres satisfait
124252,satisfied,Tres satisfait,Tres satisfait
71110,satisfied,"Ni satisfait, ni insatisfait",Satisfait
102833,satisfied,Satisfait,Satisfait
93115,satisfied,Tres satisfait,Satisfait
69971,dissatisfied,Satisfait,Pas du tout satisfait
108906,satisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
6140,satisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
72984,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
111654,satisfied,Satisfait,Satisfait
99840,satisfied,Tres satisfait,Satisfait
89573,satisfied,Tres satisfait,Satisfait
73160,dissatisfied,Satisfait,Satisfait
3323,satisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
37355,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
101166,satisfied,Satisfait,Satisfait
35667,dissatisfied,Satisfait,Tres satisfait
3642,dissatisfied,Pas du tout satisfait,Tres satisfait
109710,satisfied,Tres satisfait,Tres satisfait
102098,satisfied,Tres satisfait,Pas du tout satisfait
103359,satisfied,Peu satisfait,Satisfait
72492,satisfied,Tres satisfait,Satisfait
43708,dissatisfied,Peu satisfait,Tres satisfait
50546,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
27120,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
49369,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
88790,satisfied,Satisfait,"Ni satisfait, ni insatisfait"
76425,dissatisfied,"Ni satisfait, ni insatisfait",Peu satisfait
89041,dissatisfied,Peu satisfait,Satisfait
52256,dissatisfied,Pas du tout satisfait,Peu satisfait
39717,satisfied,"Ni satisfait, ni insatisfait",Satisfait
81396,dissatisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
92306,satisfied,Pas du tout satisfait,Satisfait
105626,satisfied,Tres satisfait,Satisfait
129737,dissatisfied,Satisfait,Tres satisfait
70293,dissatisfied,Tres satisfait,Satisfait
85918,satisfied,Satisfait,"Ni satisfait, ni insatisfait"
35475,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
119928,satisfied,Tres satisfait,Tres satisfait
28529,dissatisfied,Satisfait,Tres satisfait
101561,satisfied,Satisfait,"Ni satisfait, ni insatisfait"
82423,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
84923,dissatisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
7217,dissatisfied,"Ni satisfait, ni insatisfait",Pas du tout satisfait
62905,satisfied,"Ni satisfait, ni insatisfait",Satisfait
95366,satisfied,"Ni satisfait, ni insatisfait",Satisfait
78386,dissatisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
34374,satisfied,Pas du tout satisfait,Peu satisfait
108439,satisfied,Tres satisfait,Pas du tout satisfait
48712,dissatisfied,Satisfait,Satisfait
108923,satisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
17522,satisfied,Pas du tout satisfait,Satisfait
120908,satisfied,Pas du tout satisfait,Tres satisfait
105109,satisfied,Tres satisfait,Satisfait
100785,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
39530,satisfied,Pas du tout satisfait,Satisfait
24374,satisfied,Satisfait,Tres satisfait
37223,satisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
12270,satisfied,Tres satisfait,Tres satisfait
48803,dissatisfied,Satisfait,Satisfait
99348,satisfied,Satisfait,Satisfait
90744,satisfied,"Ni satisfait, ni insatisfait",Satisfait
89720,satisfied,Satisfait,Tres satisfait
76750,dissatisfied,Pas du tout satisfait,Satisfait
56726,dissatisfied,Pas du tout satisfait,Pas du tout satisfait
31176,dissatisfied,Satisfait,Tres satisfait
72963,dissatisfied,Peu satisfait,Peu satisfait
4232,satisfied,Satisfait,Satisfait
52399,dissatisfied,Pas du tout satisfait,Satisfait
25923,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
125299,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
87698,satisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
8306,satisfied,Tres satisfait,Tres satisfait
57334,satisfied,Satisfait,Satisfait
114087,satisfied,Pas du tout satisfait,Tres satisfait
79356,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
578,satisfied,Pas du tout satisfait,Satisfait
31857,dissatisfied,Peu satisfait,Satisfait
97803,dissatisfied,Peu satisfait,Satisfait
1050,dissatisfied,Pas du tout satisfait,Pas du tout satisfait
125455,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
2214,satisfied,Satisfait,Tres satisfait
97533,satisfied,Satisfait,Satisfait
62026,satisfied,Pas du tout satisfait,Satisfait
49370,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
79581,satisfied,Tres satisfait,Tres satisfait
106776,dissatisfied,Tres satisfait,Satisfait
102283,satisfied,Peu satisfait,Satisfait
87764,satisfied,Pas du tout satisfait,Satisfait
74715,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
29443,dissatisfied,Peu satisfait,Satisfait
57410,satisfied,Tres satisfait,Tres satisfait
119428,satisfied,Pas du tout satisfait,Tres satisfait
8266,satisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
39199,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
123615,satisfied,Tres satisfait,Tres satisfait
5533,satisfied,Tres satisfait,Peu satisfait
129552,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
222,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
109235,satisfied,Satisfait,Satisfait
96652,satisfied,Pas du tout satisfait,Satisfait
80905,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
35268,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
79785,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
49813,dissatisfied,Satisfait,Satisfait
111490,satisfied,Tres satisfait,Satisfait
125501,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
58944,satisfied,Peu satisfait,Satisfait
109645,satisfied,Pas du tout satisfait,Satisfait
109594,satisfied,Pas du tout satisfait,Satisfait
28050,dissatisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
9001,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
42364,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
105305,satisfied,Pas du tout satisfait,Tres satisfait
84775,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
106489,satisfied,Peu satisfait,Satisfait
55512,dissatisfied,Tres satisfait,Tres satisfait
101894,dissatisfied,Satisfait,Peu satisfait
64474,satisfied,Satisfait,Satisfait
37531,dissatisfied,"Ni satisfait, ni insatisfait",Pas du tout satisfait
79077,dissatisfied,Peu satisfait,Peu satisfait
42146,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
45990,dissatisfied,Pas du tout satisfait,Satisfait
70493,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
72309,dissatisfied,Peu satisfait,Satisfait
129346,satisfied,Pas du tout satisfait,Satisfait
67169,dissatisfied,Tres satisfait,Pas du tout satisfait
20917,satisfied,Tres satisfait,Tres satisfait
79692,satisfied,Satisfait,"Ni satisfait, ni insatisfait"
56135,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
12095,satisfied,Satisfait,Satisfait
23390,satisfied,Satisfait,Tres satisfait
92355,satisfied,Tres satisfait,Satisfait
25884,satisfied,Satisfait,Tres satisfait
25488,dissatisfied,Peu satisfait,Satisfait
124770,satisfied,Satisfait,Tres satisfait
61932,satisfied,Tres satisfait,Satisfait
103500,satisfied,Tres satisfait,Satisfait
48738,dissatisfied,Satisfait,Satisfait
34153,dissatisfied,Satisfait,Satisfait
126886,satisfied,Satisfait,Peu satisfait
17944,satisfied,Satisfait,Satisfait
83795,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
61909,satisfied,Satisfait,"Ni satisfait, ni insatisfait"
37196,dissatisfied,Peu satisfait,Tres satisfait
20586,dissatisfied,Peu satisfait,Pas du tout satisfait
84737,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
30339,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
103260,satisfied,Satisfait,Satisfait
113540,satisfied,Pas du tout satisfait,Satisfait
74291,dissatisfied,Tres satisfait,Peu satisfait
116970,satisfied,"Ni satisfait, ni insatisfait",Satisfait
115957,satisfied,Pas du tout satisfait,Tres satisfait
48867,dissatisfied,Satisfait,Satisfait
70396,satisfied,Pas du tout satisfait,Peu satisfait
67256,dissatisfied,Satisfait,Pas du tout satisfait
46043,dissatisfied,Pas du tout satisfait,Satisfait
51208,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
29092,dissatisfied,Pas du tout satisfait,Tres satisfait
24691,dissatisfied,Pas du tout satisfait,Satisfait
125905,satisfied,Tres satisfait,Tres satisfait
88647,satisfied,Tres satisfait,Satisfait
10747,dissatisfied,Peu satisfait,Peu satisfait
60407,satisfied,Satisfait,Tres satisfait
4335,satisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
71405,satisfied,Satisfait,Peu satisfait
30752,satisfied,Pas du tout satisfait,Satisfait
83837,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
41038,dissatisfied,Pas du tout satisfait,Tres satisfait
95736,satisfied,"Ni satisfait, ni insatisfait",Satisfait
42425,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
5985,satisfied,"Ni satisfait, ni insatisfait",Pas du tout satisfait
53092,dissatisfied,Peu satisfait,Peu satisfait
74681,dissatisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
28183,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
55910,dissatisfied,Satisfait,Tres satisfait
20433,satisfied,Pas du tout satisfait,Satisfait
66702,dissatisfied,Tres satisfait,Pas du tout satisfait
87679,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
31651,dissatisfied,Tres satisfait,Satisfait
31333,dissatisfied,Satisfait,Satisfait
24705,dissatisfied,Pas du tout satisfait,Satisfait
15948,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
14031,satisfied,"Ni satisfait, ni insatisfait",Satisfait
81298,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
49099,dissatisfied,Tres satisfait,Satisfait
116849,satisfied,Satisfait,Tres satisfait
10609,dissatisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
112433,satisfied,Peu satisfait,Satisfait
40975,dissatisfied,Satisfait,Satisfait
111320,satisfied,"Ni satisfait, ni insatisfait",Pas du tout satisfait
79470,dissatisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
64986,satisfied,Satisfait,"Ni satisfait, ni insatisfait"
109899,satisfied,Peu satisfait,Tres satisfait
55551,dissatisfied,Tres satisfait,Tres satisfait
40225,satisfied,"Ni satisfait, ni insatisfait",Satisfait
93195,satisfied,Tres satisfait,Satisfait
21586,dissatisfied,"Ni satisfait, ni insatisfait",Pas du tout satisfait
9346,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
2517,dissatisfied,Peu satisfait,Pas du tout satisfait
124545,satisfied,"Ni satisfait, ni insatisfait",Pas du tout satisfait
46282,dissatisfied,Peu satisfait,Satisfait
38239,dissatisfied,Tres satisfait,Satisfait
20606,dissatisfied,Peu satisfait,Peu satisfait
28482,satisfied,Peu satisfait,Tres satisfait
13244,satisfied,Pas du tout satisfait,Satisfait
62011,satisfied,Satisfait,Tres satisfait
108202,satisfied,Peu satisfait,Satisfait
19438,dissatisfied,Tres satisfait,Satisfait
5737,dissatisfied,Pas du tout satisfait,Satisfait
119151,satisfied,Tres satisfait,Tres satisfait
70501,satisfied,Pas du tout satisfait,Peu satisfait
105104,satisfied,"Ni satisfait, ni insatisfait",Satisfait
57531,dissatisfied,Peu satisfait,Peu satisfait
74269,dissatisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
112731,satisfied,Pas du tout satisfait,Satisfait
123299,satisfied,Satisfait,Tres satisfait
85577,satisfied,Satisfait,"Ni satisfait, ni insatisfait"
64660,satisfied,Satisfait,"Ni satisfait, ni insatisfait"
78635,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
12328,satisfied,Peu satisfait,Satisfait
71454,satisfied,Tres satisfait,Tres satisfait
51907,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
14393,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
21073,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
117076,satisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
79902,satisfied,Satisfait,Tres satisfait
52868,dissatisfied,Peu satisfait,Satisfait
41319,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
108076,satisfied,"Ni satisfait, ni insatisfait",Satisfait
119948,satisfied,Peu satisfait,Tres satisfait
105908,satisfied,Peu satisfait,Satisfait
119852,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
40894,dissatisfied,Peu satisfait,Satisfait
79143,dissatisfied,Tres satisfait,Peu satisfait
48696,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
32079,dissatisfied,Pas du tout satisfait,Satisfait
50438,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
49239,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
63982,satisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
39297,satisfied,Satisfait,Satisfait
60426,satisfied,Satisfait,Satisfait
23028,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
53781,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
73294,satisfied,Satisfait,Peu satisfait
104358,satisfied,Satisfait,Satisfait
124367,satisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
83140,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
111884,satisfied,Pas du tout satisfait,Satisfait
51771,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
120895,satisfied,"Ni satisfait, ni insatisfait",Pas du tout satisfait
7292,dissatisfied,Satisfait,Satisfait
112236,satisfied,Satisfait,Satisfait
34492,dissatisfied,Pas du tout satisfait,Tres satisfait
43200,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
71428,satisfied,Tres satisfait,Peu satisfait
76390,dissatisfied,Peu satisfait,Peu satisfait
3423,dissatisfied,Pas du tout satisfait,Satisfait
2778,satisfied,"Ni satisfait, ni insatisfait",Satisfait
121710,satisfied,Tres satisfait,Tres satisfait
17743,dissatisfied,"Ni satisfait, ni insatisfait",Tres satisfait
100428,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
45454,dissatisfied,Satisfait,Satisfait
93981,satisfied,Peu satisfait,Tres satisfait
118007,satisfied,Peu satisfait,Tres satisfait
12785,dissatisfied,Pas du tout satisfait,Tres satisfait
52013,dissatisfied,"Ni satisfait, ni insatisfait",Peu satisfait
95944,satisfied,"Ni satisfait, ni insatisfait",Satisfait
34856,dissatisfied,Peu satisfait,Pas du tout satisfait
59841,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
69743,satisfied,Pas du tout satisfait,Pas du tout satisfait
86903,dissatisfied,Satisfait,Satisfait
21706,dissatisfied,"Ni satisfait, ni insatisfait",Peu satisfait
122397,satisfied,"Ni satisfait, ni insatisfait",Pas du tout satisfait
93843,satisfied,Satisfait,Satisfait
126740,satisfied,Satisfait,Tres satisfait
128411,satisfied,Satisfait,Tres satisfait
5568,satisfied,Satisfait,Peu satisfait
23119,dissatisfied,"Ni satisfait, ni insatisfait",Pas du tout satisfait
105207,satisfied,Pas du tout satisfait,Satisfait
20504,dissatisfied,Peu satisfait,Pas du tout satisfait
100945,dissatisfied,Tres satisfait,Satisfait
99837,dissatisfied,Tres satisfait,"Ni satisfait, ni insatisfait"
12084,dissatisfied,Peu satisfait,Satisfait
65530,satisfied,Peu satisfait,Tres satisfait
43225,dissatisfied,Satisfait,Satisfait
70300,dissatisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
124002,satisfied,Peu satisfait,Pas du tout satisfait
73152,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
11911,dissatisfied,Pas du tout satisfait,Tres satisfait
53906,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
98752,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
16950,dissatisfied,Pas du tout satisfait,Tres satisfait
36341,dissatisfied,Satisfait,Satisfait
120518,satisfied,Tres satisfait,Tres satisfait
63315,satisfied,Satisfait,"Ni satisfait, ni insatisfait"
38952,satisfied,Pas du tout satisfait,Tres satisfait
8078,satisfied,Satisfait,"Ni satisfait, ni insatisfait"
11263,dissatisfied,"Ni satisfait, ni insatisfait",Peu satisfait
89764,satisfied,"Ni satisfait, ni insatisfait",Satisfait
43746,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
108077,satisfied,Pas du tout satisfait,Satisfait
55036,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
43353,dissatisfied,Tres satisfait,Tres satisfait
57523,dissatisfied,Pas du tout satisfait,Peu satisfait
68563,dissatisfied,Pas du tout satisfait,Pas du tout satisfait
46529,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
112110,satisfied,Peu satisfait,Satisfait
80770,dissatisfied,Pas du tout satisfait,Peu satisfait
47460,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
54556,dissatisfied,Satisfait,Satisfait
107451,satisfied,Peu satisfait,Satisfait
70728,satisfied,Satisfait,Tres satisfait
111226,satisfied,Tres satisfait,Satisfait
78189,dissatisfied,Pas du tout satisfait,Pas du tout satisfait
116239,satisfied,Tres satisfait,Tres satisfait
19536,satisfied,Peu satisfait,Tres satisfait
65379,satisfied,Tres satisfait,Satisfait
23560,satisfied,Pas du tout satisfait,Tres satisfait
124707,satisfied,Tres satisfait,Tres satisfait
68829,dissatisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
127397,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
110069,satisfied,Satisfait,Tres satisfait
19940,satisfied,Satisfait,Satisfait
15366,dissatisfied,Satisfait,Satisfait
81654,dissatisfied,Satisfait,"Ni satisfait, ni insatisfait"
119540,satisfied,Peu satisfait,Tres satisfait
63748,satisfied,Pas du tout satisfait,Satisfait
32175,dissatisfied,Satisfait,Tres satisfait
101132,satisfied,Satisfait,Peu satisfait
84172,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
59251,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
83322,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
127329,satisfied,Peu satisfait,Tres satisfait
98218,satisfied,Pas du tout satisfait,Satisfait
74573,dissatisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
114361,satisfied,Tres satisfait,Tres satisfait
48493,dissatisfied,Satisfait,Satisfait
52636,dissatisfied,Peu satisfait,Peu satisfait
50784,dissatisfied,Peu satisfait,Satisfait
25528,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
