Id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction_v2
9869,Female,Loyal Customer,65,Personal Travel,Eco,562.0,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,0.0,0.0,satisfied
77827,Female,Loyal Customer,85,Business travel,Business,3548.0,"Ni satisfait, ni insatisfait",Tres satisfait,Tres satisfait,Tres satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,0.0,0.0,dissatisfied
57953,Female,disloyal Customer,58,Business travel,Eco Plus,1637.0,Satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Peu satisfait,"Ni satisfait, ni insatisfait",Satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Peu satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",0.0,0.0,dissatisfied
66,Male,Loyal Customer,10,Personal Travel,Eco,1624.0,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,Satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,0.0,0.0,satisfied
56262,Female,disloyal Customer,24,Business travel,Eco,2342.0,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Peu satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",1.0,0.0,dissatisfied
49611,Male,disloyal Customer,50,Business travel,Business,2230.0,Peu satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Pas du tout satisfait,Satisfait,Peu satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,Tres satisfait,Satisfait,Satisfait,0.0,0.0,dissatisfied
6793,Male,Loyal Customer,50,Personal Travel,Eco Plus,2861.0,Pas du tout satisfait,Tres satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait",Satisfait,Pas du tout satisfait,Satisfait,Satisfait,Tres satisfait,Pas du tout satisfait,Pas du tout satisfait,Tres satisfait,Satisfait,Satisfait,20.0,7.0,dissatisfied
98164,Male,Loyal Customer,44,Business travel,Business,1855.0,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Satisfait,Satisfait,Tres satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Tres satisfait,Satisfait,Satisfait,0.0,0.0,satisfied
90456,Male,Loyal Customer,53,Business travel,Business,3017.0,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Peu satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,"Ni satisfait, ni insatisfait",0.0,2.0,satisfied
128817,Male,Loyal Customer,58,Business travel,Business,3193.0,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Tres satisfait,Tres satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,Tres satisfait,Satisfait,Tres satisfait,Tres satisfait,Tres satisfait,152.0,150.0,satisfied
18553,Male,Loyal Customer,9,Personal Travel,Eco,1200.0,Peu satisfait,Tres satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Tres satisfait,Satisfait,Peu satisfait,Satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,0.0,0.0,dissatisfied
103869,Female,Loyal Customer,54,Business travel,Business,1600.0,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Peu satisfait,Satisfait,Tres satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Tres satisfait,0.0,0.0,satisfied
63019,Male,disloyal Customer,25,Business travel,Eco,2344.0,Tres satisfait,Tres satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Peu satisfait,Tres satisfait,Satisfait,Satisfait,Tres satisfait,11.0,4.0,satisfied
35319,Male,Loyal Customer,43,Personal Travel,Business,591.0,Satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,Pas du tout satisfait,Satisfait,Satisfait,Satisfait,Tres satisfait,Satisfait,Satisfait,Tres satisfait,0.0,0.0,dissatisfied
52283,Male,disloyal Customer,8,Business travel,Eco,2077.0,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Pas du tout satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,Tres satisfait,Satisfait,Tres satisfait,1.0,0.0,dissatisfied
121026,Male,Loyal Customer,35,Business travel,Business,3276.0,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Pas du tout satisfait,Pas du tout satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,Pas du tout satisfait,0.0,0.0,satisfied
79378,Male,Loyal Customer,22,Business travel,Eco Plus,2477.0,"Ni satisfait, ni insatisfait",Tres satisfait,Tres satisfait,Tres satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Peu satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,Pas du tout satisfait,Satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",126.0,119.0,dissatisfied
64187,Female,Loyal Customer,36,Business travel,Business,352.0,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,Satisfait,Satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",0.0,0.0,satisfied
6641,Female,Loyal Customer,15,Personal Travel,Eco,1752.0,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,Satisfait,Tres satisfait,Peu satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Pas du tout satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,0.0,0.0,satisfied
57576,Female,disloyal Customer,30,Business travel,Eco,1492.0,Satisfait,Pas du tout satisfait,Satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Peu satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",37.0,37.0,dissatisfied
99349,Male,Loyal Customer,55,Business travel,Business,3089.0,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Tres satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Tres satisfait,Satisfait,"Ni satisfait, ni insatisfait",0.0,0.0,satisfied
88957,Female,Loyal Customer,27,Business travel,Business,1390.0,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Tres satisfait,Pas du tout satisfait,Tres satisfait,Satisfait,0.0,0.0,satisfied
2621,Male,Loyal Customer,39,Personal Travel,Eco,2065.0,Pas du tout satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Pas du tout satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Pas du tout satisfait,Satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",90.0,70.0,dissatisfied
76161,Female,Loyal Customer,47,Business travel,Eco,656.0,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Pas du tout satisfait,53.0,33.0,dissatisfied
90559,Male,Loyal Customer,29,Business travel,Business,1932.0,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Satisfait,Satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,1.0,0.0,satisfied
37882,Male,Loyal Customer,45,Personal Travel,Eco,2479.0,Satisfait,Tres satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Tres satisfait,Pas du tout satisfait,Peu satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",0.0,0.0,dissatisfied
22971,Female,Loyal Customer,19,Personal Travel,Eco,1711.0,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Satisfait,Tres satisfait,0.0,1.0,satisfied
51819,Female,disloyal Customer,22,Business travel,Business,1176.0,"Ni satisfait, ni insatisfait",Peu satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,Tres satisfait,Peu satisfait,Pas du tout satisfait,Pas du tout satisfait,Satisfait,Pas du tout satisfait,Tres satisfait,0.0,0.0,dissatisfied
95716,Male,Loyal Customer,38,Business travel,Eco Plus,1015.0,Satisfait,Pas du tout satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Pas du tout satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Satisfait,0.0,0.0,dissatisfied
25577,Female,Loyal Customer,7,Personal Travel,Eco,1042.0,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Satisfait,Satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,"Ni satisfait, ni insatisfait",4.0,0.0,satisfied
91875,Female,Loyal Customer,26,Business travel,Business,1906.0,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Peu satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,Satisfait,0.0,3.0,satisfied
29618,Male,Loyal Customer,56,Personal Travel,Eco,1386.0,"Ni satisfait, ni insatisfait",Tres satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Peu satisfait,Satisfait,Peu satisfait,Tres satisfait,Tres satisfait,Satisfait,Peu satisfait,2.0,0.0,dissatisfied
79286,Male,Loyal Customer,71,Business travel,Business,308.0,Peu satisfait,Satisfait,Satisfait,Satisfait,Peu satisfait,Satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Peu satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",22.0,13.0,dissatisfied
58498,Male,disloyal Customer,17,Business travel,Eco,3056.0,Satisfait,Satisfait,Satisfait,Pas du tout satisfait,Peu satisfait,Satisfait,Peu satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,Peu satisfait,0.0,1.0,satisfied
41981,Female,disloyal Customer,29,Business travel,Eco,1715.0,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Peu satisfait,Tres satisfait,Satisfait,Satisfait,Satisfait,Pas du tout satisfait,0.0,15.0,dissatisfied
114941,Male,Loyal Customer,56,Business travel,Business,1716.0,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Tres satisfait,Satisfait,Satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Satisfait,14.0,2.0,satisfied
89247,Male,Loyal Customer,42,Business travel,Business,3238.0,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Satisfait,Tres satisfait,Tres satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Satisfait,Satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,0.0,0.0,satisfied
20620,Female,Loyal Customer,42,Personal Travel,Eco,76.0,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Satisfait,Tres satisfait,Satisfait,Satisfait,Tres satisfait,Satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,Pas du tout satisfait,Satisfait,2.0,1.0,satisfied
117502,Female,Loyal Customer,46,Business travel,Business,1431.0,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Satisfait,Satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,"Ni satisfait, ni insatisfait",0.0,0.0,satisfied
115385,Female,Loyal Customer,27,Business travel,Business,4457.0,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Tres satisfait,0.0,0.0,satisfied
83306,Female,Loyal Customer,40,Business travel,Business,1950.0,"Ni satisfait, ni insatisfait",Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,21.0,3.0,dissatisfied
16613,Male,Loyal Customer,67,Personal Travel,Eco Plus,2854.0,Peu satisfait,Tres satisfait,Peu satisfait,Pas du tout satisfait,Peu satisfait,Pas du tout satisfait,Pas du tout satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Satisfait,Tres satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,423.0,400.0,dissatisfied
42412,Female,disloyal Customer,30,Business travel,Eco Plus,3813.0,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,Tres satisfait,Tres satisfait,Pas du tout satisfait,Pas du tout satisfait,Satisfait,Tres satisfait,Tres satisfait,Satisfait,Tres satisfait,6.0,36.0,dissatisfied
42780,Male,disloyal Customer,19,Business travel,Eco,2415.0,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Satisfait,Pas du tout satisfait,Pas du tout satisfait,Satisfait,Pas du tout satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,0.0,0.0,dissatisfied
115375,Female,Loyal Customer,48,Business travel,Business,2412.0,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Tres satisfait,Satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",0.0,0.0,satisfied
47980,Male,disloyal Customer,18,Business travel,Eco,2159.0,Peu satisfait,Peu satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Tres satisfait,Satisfait,Satisfait,Peu satisfait,Pas du tout satisfait,Peu satisfait,244.0,261.0,dissatisfied
115647,Female,Loyal Customer,23,Business travel,Business,4264.0,Satisfait,Satisfait,Peu satisfait,Satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Peu satisfait,Peu satisfait,Tres satisfait,Satisfait,Pas du tout satisfait,Tres satisfait,10.0,0.0,satisfied
128150,Female,Loyal Customer,46,Business travel,Business,1519.0,Peu satisfait,Peu satisfait,Satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Satisfait,Tres satisfait,Satisfait,0.0,0.0,satisfied
28955,Male,Loyal Customer,24,Personal Travel,Eco,2027.0,"Ni satisfait, ni insatisfait",Tres satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,Tres satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Tres satisfait,Satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,0.0,2.0,dissatisfied
4571,Male,Loyal Customer,32,Personal Travel,Eco Plus,1653.0,Pas du tout satisfait,Satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,Pas du tout satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Peu satisfait,Satisfait,Satisfait,Satisfait,Tres satisfait,0.0,0.0,dissatisfied
101657,Male,Loyal Customer,23,Business travel,Business,4852.0,Satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Satisfait,Satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,"Ni satisfait, ni insatisfait",Satisfait,0.0,0.0,dissatisfied
108907,Male,Loyal Customer,42,Business travel,Business,3926.0,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Satisfait,Tres satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",0.0,0.0,satisfied
3674,Female,Loyal Customer,15,Personal Travel,Eco,1425.0,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,Peu satisfait,Tres satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Tres satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,18.0,12.0,satisfied
98827,Female,Loyal Customer,46,Business travel,Business,957.0,Satisfait,Satisfait,Pas du tout satisfait,Satisfait,Peu satisfait,Satisfait,Tres satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Tres satisfait,Satisfait,"Ni satisfait, ni insatisfait",0.0,0.0,satisfied
27014,Female,Loyal Customer,68,Personal Travel,Eco,1216.0,Tres satisfait,Tres satisfait,Peu satisfait,Tres satisfait,Satisfait,Satisfait,Satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Satisfait,0.0,0.0,satisfied
111580,Male,Loyal Customer,33,Business travel,Business,3455.0,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Satisfait,Tres satisfait,Satisfait,Satisfait,Pas du tout satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,Satisfait,0.0,0.0,satisfied
40541,Female,disloyal Customer,25,Business travel,Business,1562.0,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Satisfait,Satisfait,Pas du tout satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Tres satisfait,Satisfait,Tres satisfait,Satisfait,0.0,2.0,satisfied
92385,Female,Loyal Customer,42,Business travel,Business,1751.0,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Satisfait,Tres satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Tres satisfait,0.0,0.0,satisfied
244,Male,Loyal Customer,64,Personal Travel,Eco,2225.0,Pas du tout satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,Satisfait,Tres satisfait,Pas du tout satisfait,Tres satisfait,Tres satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Satisfait,Peu satisfait,Tres satisfait,0.0,0.0,satisfied
104835,Female,Loyal Customer,44,Business travel,Eco,960.0,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,Satisfait,Satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Satisfait,Peu satisfait,0.0,0.0,satisfied
72053,Female,Loyal Customer,34,Business travel,Business,2627.0,Peu satisfait,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Pas du tout satisfait,Peu satisfait,Satisfait,91.0,109.0,dissatisfied
101107,Female,Loyal Customer,37,Business travel,Eco,2242.0,Satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Satisfait,Satisfait,Satisfait,Satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,"Ni satisfait, ni insatisfait",Satisfait,0.0,0.0,satisfied
48176,Male,disloyal Customer,28,Business travel,Eco,2129.0,Peu satisfait,Peu satisfait,Peu satisfait,Satisfait,"Ni satisfait, ni insatisfait",Peu satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Peu satisfait,Pas du tout satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Satisfait,"Ni satisfait, ni insatisfait",53.0,52.0,dissatisfied
118165,Male,Loyal Customer,30,Business travel,Business,2779.0,Satisfait,Satisfait,Satisfait,Satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,Satisfait,Satisfait,Tres satisfait,0.0,7.0,satisfied
9207,Male,Loyal Customer,48,Personal Travel,Eco,1425.0,Peu satisfait,Pas du tout satisfait,Peu satisfait,Satisfait,Pas du tout satisfait,Peu satisfait,Pas du tout satisfait,Pas du tout satisfait,Satisfait,Peu satisfait,Satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,2.0,0.0,dissatisfied
11689,Female,Loyal Customer,63,Personal Travel,Eco,314.0,Peu satisfait,Peu satisfait,Pas du tout satisfait,Peu satisfait,Peu satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Tres satisfait,0.0,0.0,satisfied
125637,Female,Loyal Customer,48,Business travel,Business,993.0,Peu satisfait,Peu satisfait,Peu satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Satisfait,Tres satisfait,Peu satisfait,10.0,0.0,satisfied
84260,Female,Loyal Customer,10,Business travel,Business,3528.0,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Tres satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Peu satisfait,Satisfait,Peu satisfait,Satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,"Ni satisfait, ni insatisfait",154.0,126.0,dissatisfied
45179,Male,disloyal Customer,45,Business travel,Eco,2222.0,Peu satisfait,Pas du tout satisfait,Peu satisfait,Tres satisfait,Pas du tout satisfait,Peu satisfait,Pas du tout satisfait,Pas du tout satisfait,Satisfait,Peu satisfait,Pas du tout satisfait,Pas du tout satisfait,Satisfait,Pas du tout satisfait,8.0,0.0,dissatisfied
99143,Female,Loyal Customer,22,Business travel,Business,1743.0,Satisfait,Peu satisfait,Peu satisfait,Peu satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Peu satisfait,Peu satisfait,"Ni satisfait, ni insatisfait",Satisfait,Satisfait,Satisfait,0.0,7.0,dissatisfied
16881,Male,Loyal Customer,41,Personal Travel,Eco,1594.0,Peu satisfait,Tres satisfait,Peu satisfait,Pas du tout satisfait,Peu satisfait,Peu satisfait,Tres satisfait,Peu satisfait,Tres satisfait,Tres satisfait,Satisfait,Satisfait,Satisfait,Peu satisfait,4.0,0.0,dissatisfied
119827,Male,Loyal Customer,54,Business travel,Business,308.0,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Satisfait,Satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Satisfait,21.0,0.0,satisfied
100891,Female,Loyal Customer,25,Business travel,Business,1451.0,Satisfait,Tres satisfait,Peu satisfait,Peu satisfait,Satisfait,Satisfait,Satisfait,Satisfait,Pas du tout satisfait,Pas du tout satisfait,"Ni satisfait, ni insatisfait",Pas du tout satisfait,"Ni satisfait, ni insatisfait",Satisfait,0.0,0.0,dissatisfied
14749,Male,Loyal Customer,22,Personal Travel,Eco,3129.0,Peu satisfait,Satisfait,Peu satisfait,Satisfait,Tres satisfait,Peu satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Peu satisfait,Tres satisfait,Satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,15.0,7.0,dissatisfied
16751,Male,Loyal Customer,70,Personal Travel,Eco,1937.0,Peu satisfait,Tres satisfait,Peu satisfait,Pas du tout satisfait,Tres satisfait,Peu satisfait,Tres satisfait,Tres satisfait,Satisfait,Tres satisfait,Satisfait,Tres satisfait,Satisfait,Tres satisfait,0.0,0.0,dissatisfied
119781,Female,Loyal Customer,33,Business travel,Business,3155.0,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Pas du tout satisfait,Satisfait,Peu satisfait,Pas du tout satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Pas du tout satisfait,Tres satisfait,Peu satisfait,0.0,0.0,satisfied
115111,Female,Loyal Customer,48,Business travel,Eco,1048.0,Tres satisfait,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait",Pas du tout satisfait,Tres satisfait,Tres satisfait,Tres satisfait,Tres satisfait,"Ni satisfait, ni insatisfait",Tres satisfait,Pas du tout satisfait,0.0,7.0,satisfied
